peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.0323703384710885,234.727311826032,2.0287643968061895
1,2.1275001614867026,0.025497643952464788,385.18230737323586,2.4611903401865356
2,2.2025001722047994,0.024796027741292193,169.64714430714474,0.9432963985641376
3,2.337500191497373,0.02770124433566412,117.20822200373601,0.3949571623215382
4,2.4925002136481056,0.051425608052487526,73.4776606977087,1.2980912039010009
5,2.707500244373316,0.04638347699923573,99.29004193271027,2.04337787856352
6,2.937500277242145,N/A,281.4598685291562,0.5468978299190662
7,3.0075002872457017,0.054465841399788495,592.1851014001902,7.459094843519249
8,3.0975003001074173,0.029192434464401895,357.77181573953834,1.306068364640698
9,3.5225003608432974,0.06625856872862634,170.37214924293653,1.156485680870234
10,3.67750038299403,0.054658929369788556,119.94618324269203,0.08850191176787577
11,3.7775003972848253,0.04218421327703803,117.33934043689015,0.17849580212940744
12,3.9725004251518765,0.04987626167185244,118.53150476602485,0.21751896550186411
13,4.097500443015369,N/A,105.10141913165745,0.16372709438290603
14,4.257500465880643,0.11623306323543314,170.7442650410136,2.404220628563983
15,4.632500519471126,0.0625550866835427,65.51268655159288,0.2590180976682327
16,4.757500537334619,0.05868883499248412,57.122573648859316,0.4458632370277764
17,4.877500554483574,0.08515233669107314,53.36561796844632,1.155040571657318
18,5.0875005844942445,0.0958647107337649,91.8406204271659,0.6386849573591714
19,5.2025006009286585,N/A,88.020908522866,56.902835353521006
