peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,N/A,11.297557244304526,1.1218941560936428
1,1.9175001314760327,0.03056664162573841,110.1567737597822,3.757826483874518
2,2.262500180779277,0.02201428450904075,183.9852044547439,16.31477475926523
3,2.6225002322261393,0.03983888805712121,84.74198809087954,6.8674201033469755
4,2.682500240800617,N/A,57.660170669578974,2.1132160416954878e-11
5,2.742500249375094,0.027662273123629788,296.23901314348313,1.6236615940971497
6,2.887500270096747,N/A,71.41587604956885,1.8077351339216217
7,3.297500328689008,0.0638106249217909,22.675324660135228,2.3398826852875043
8,3.4125003451234224,0.05374770721347488,37.31333864656972,0.3720525917360143
9,3.507500358699678,0.054547109245883796,39.07390347984824,0.8484638476260344
10,3.737500391568507,0.03721839558947604,45.80374722532093,0.6211548746162904
11,3.832500405144762,0.049222353562009324,28.615946356548022,1.4157742083406526
12,4.142500449446228,0.04760721601910589,44.2296739502857,6.50225456142378
13,4.53750050589487,0.040575630277935204,36.51532792963445,2.8680766696332975
14,4.597500514469346,N/A,14.190159480322222,0.022196634704977344
15,4.682500526616522,0.04581636023644098,30.04149011963733,3.234268554941018
16,5.042500578063386,0.22213551292638023,75.2328089566522,11.45503491292007
