peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8370880254930992,4.912518304693313,11.693122529393975,0.006852958629149476,0.004476196532064589,0.02137061893457964
0,1,1.8663985665040392,15.616387126134034,22.655500568999173,0.1749993756527256,0.17500002143952634,0.6295556630981852
1,0,2.120704714088711,17.879029151310686,7.112705450730242,0.00751883006170649,0.0037749844084042543,0.021984267691132015
1,1,2.1490681636699933,40.60127083816957,5.632065424450168,0.013840087680278659,0.008359085931048206,0.04226864366691828
2,0,2.233147768024112,5.862775574771214e-07,1.6924643789337666,0.009957718552157544,1.3084665567923197e-17,0.02344863524939717
2,1,2.1847501696789062,57.33882480774387,0.22041067077133675,0.00603837926172587,0.0016118712380469664,0.015949147903091643
3,0,2.2522111861255607,22.26150023309258,4.111141278687269,0.00556131563466789,0.011274152091886798,0.028955368862549402
3,1,2.2446062651957477,9.167951771217332,0.28290640427915986,0.0016008051538742806,7.18992067316493e-35,0.0037696080645320093
4,0,2.3420905426065555,31.703758001875407,0.2987657754599138,0.007113200866425477,0.004397588003949566,0.02185618582729962
4,1,2.294500185352332,0.015582493100443061,0.3159812344280464,0.004447666105856288,0.013003625093760377,0.030038157438690104
5,0,2.500694684304597,22.99449192876417,0.5037759472313107,0.006124817572216793,0.0038137355632598085,0.018854752566425357
5,1,2.3963462883565803,0.11410670992102344,1.494702015881822,0.10043474160638025,5.684666349706444e-25,0.2365057427522081
6,0,2.7529031995434456,1.5931493507697578e-06,1.0532027327735762,0.010228373846074432,0.0034525952792172653,0.02785596185230461
6,1,2.841378797016887,24.519632442866772,0.32171085894021445,0.014801201760435066,0.01434869523923454,0.052597735324411005
7,0,3.0018497243175495,12.866800035941049,36.027512563583436,0.008791502644624338,0.004978321422432047,0.02642191561827236
7,1,3.033956898217919,6.004147339264975,9.606696487590428,0.09818049083975978,1.0459263520629776e-23,0.23119738786044383
8,0,3.1068249773757963,32.90839682608452,5.132865465001894,0.021947988830618125,5.7388053637997e-23,0.051683564046454945
8,1,3.1065003001996665,17.83733024753117,5.1745706093799186e-23,0.18000002562343198,0.18000002562343198,0.6475444141728153
9,0,3.5213138248692903,10.872385681526175,7.219100617660742,0.010268465802151957,0.005829374407968718,0.030879635857534282
9,1,3.6617503807432294,16.64041696296465,44.9010753632,0.3635701655721171,2.0564369163618095e-15,0.8561423136644444
10,0,3.679304099340112,30.543355496094435,1.3052869765118285,0.013046684080898634,6.270699370712654e-37,0.03072259319488629
10,1,3.6689309898842857,51.25638451926316,0.8371353342984381,0.023238586957964238,1.5528838209307775e-41,0.05472269038680898
11,0,3.793854197681256,4.095523836709255,1.6981496228667106,2.263466996662777e-11,0.020210425926913026,0.04042085185034914
11,1,3.9457816469435056,67.66593599972865,0.11014198918774432,0.014945785737718091,1.2997144537343524e-25,0.03519463584391624
12,0,3.990792302706638,2.2130717901054973,0.159874630169431,0.011584191477921375,1.4685436304626995e-22,0.027278686297685952
12,1,3.9616983009976026,69.92217786836628,0.2508034790441606,0.02270313565402461,1.1077934782774342e-12,0.053461798924258695
13,0,4.247378518218752,7.81392428802664,7.892321760013033,0.011591140340172194,0.00993583863070335,0.03935408980848578
13,1,4.191865927901585,6.067374297319557,71.83031701008849,0.2849981389363233,0.2762816119512896,1.0127679636445581
14,0,4.402890019009549,0.3819265107599952,0.5765523344047611,0.016650790034417988,5.505134718759106e-19,0.03920961413864905
14,1,4.365338441465196,52.29041723107492,1.2763017755029062,0.028593502601941722,6.588541005363117e-14,0.06733255308476267
15,0,4.63124965726754,21.210359465655127,2.321117020324525,0.018168551320227783,3.614012367306347e-30,0.0427836688380459
15,1,4.494773514405203,15.094789834502453,4.648319505848052,0.149186430216998,1.518140269167654e-10,0.351307196472988
16,0,4.756534297593537,36.19498058215808,2.158565946534349,0.016406921419405623,2.6380323604123704e-36,0.038635347435664
16,1,4.735559654779607,7.17749779837592,0.5040040651404464,0.014840191085369431,2.407144557049079e-35,0.034945979439917535
18,0,5.202920299719608,2.7612174154398006,8.051634638899861,0.017718220688509746,4.2821043057526245e-17,0.04172322123958487
18,1,5.253063108154488,41.65614869989014,1.2779112767353584e-17,0.12500001776349468,1.918750888313392e-07,0.29435273879812923
17,0,5.046181175287135,0.08573805690114089,2.8736539365190037,0.059902310043987696,3.1234005019357947e-32,0.141059160435241
17,1,4.881709330319468,47.98571511492089,0.1658949528775285,0.0147985777757403,8.572131717321959e-13,0.034847987585117604
