peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8364258806711478,1.9886568574882748,17.420627650771017,0.006332683988229003,0.007647666855901228,0.024714439692910643
0,1,1.957250075070007,0.00037490850779521074,59.18650787989733,0.19499891613230913,0.17961134512398216,0.679546744991229
1,0,2.1208471347013735,0.01821066768396805,10.348933177071915,0.005844188140560029,0.007195971742838354,0.02301564794182892
1,1,2.021436426945394,58.017519186555866,7.678198013682251,0.126757397388576,0.0045617588573902395,0.3030888424802425
2,0,3.0025794107996164,0.30215916512691665,22.252243539548164,0.010870204395563509,1.7933674695954868e-12,0.025597375206044846
2,1,2.9948193197626654,59.84890616847038,34.0960786445806,1.5897404293156959e-18,0.021534782599271024,0.043069565198542034
3,0,3.5213354606197678,1.5461392799864957,12.824357731585685,8.840120629179977e-08,0.014720059121963835,0.029440104667131258
3,1,3.6536995879187266,2.7824587202487043,165.4606092671513,0.38992701901441407,0.3898809959359475,1.4026839127640411
4,0,3.6753532618916096,0.023330555604155298,2.5771041438907125,0.013400638617087707,0.005711982440362772,0.03792310953894491
4,1,3.622000843154657,84.09349185652876,11.240675092839153,3.0116821654295534e-08,0.14563687165303882,0.29127373867986767
5,0,4.251699419431471,0.0013553468567520932,9.093272774694517,0.007662244396150591,0.013820320122475247,0.03706881717594597
5,1,4.010647774223101,54.495172163858896,20.997605278536167,0.31323782724898513,0.000188525140162768,0.7378067472907036
6,0,4.628717872424947,0.00010480984867963089,3.4009632429445413,0.02098875182947643,8.774334748253786e-11,0.04942473361572946
6,1,4.631000519271604,58.92327263845096,2.1861806004048406e-10,0.23000003276882985,0.23000003276882985,0.827417862654083
7,0,4.756283235794164,0.8873730232724913,1.3352777275950245,0.015422797095699967,1.1882122218891074e-23,0.03631791175139939
7,1,4.744374370016246,43.50552863895761,2.490555214827442,0.029030862623051764,1.0029562082460043e-26,0.06836245722930206
8,0,5.052927946618331,0.0006089109026525815,4.6990768572804695,0.015770711314130402,0.06724372380344543,0.14503543384816767
8,1,5.05853763196608,15.722211919141929,17.49296974331862,0.2349997799821154,6.356267238314008e-07,0.553382826332203
9,0,5.206537510601897,5.004463076406149e-07,9.640244759231201,0.019009286248690898,9.25778746869644e-41,0.04476344830014851
9,1,5.177745286488197,1.5346509410361445e-18,6.314856930101857,0.029207050922010102,1.1158547538656108e-40,0.06877734896738906
