peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8042643881496463,1.6393059297390626e-11,3.9211813932656643,0.03825503875585348,1.516118460472923e-16,0.09008373208571978
0,1,1.910000130404223,3.482154329625393e-13,2.988776800933769,0.06617971003776654,2.794986475961613e-22,0.1558413077712686
1,0,2.050911160618126,0.004065983180946228,0.5121848705949235,0.014656610176333056,9.826899082800898e-11,0.03451367953342829
1,1,2.03894949142438,13.566252496808529,9.032486218987918,0.06520368498182019,0.06838129227468193,0.23916522886022448
2,0,2.9142221208644448,1.4666859786986255,40.2068102825723,0.014057278189000688,0.015930590877290617,0.05330417622834666
2,1,2.9201533982944263,10.021479006575188,10.810540052581432,0.06827095493935394,4.4170259327142756e-20,0.16076581318459535
3,0,3.435804609915106,5.764437579978643,3.202982042275065,0.02755416673754899,0.018813528900242463,0.08700642000812538
3,1,3.559413249013722,5.343822098547712,13.816615015741162,1.5952377984388603e-05,0.16674591688240456,0.33348939049759857
4,0,4.126150473131514,2.901974587521289e-13,8.649324704112093,0.017062226055810672,0.02462137173519005,0.07272858252811491
4,1,4.079651958294281,9.522476223081814e-15,13.325442333137309,0.4123127582530725,1.1556863626118663e-12,0.9709223479574877
5,0,4.510987832982659,7.050421366174773e-07,0.7025829965980009,0.030783443410702983,5.600755533510992e-11,0.07248946965445047
5,1,4.607183631472377,10.894180544518724,0.27680847262370345,0.030942632531757372,8.532069202673879e-17,0.07286433133180911
6,0,5.059191517014406,5.334483918782631e-16,37.92395066400072,0.008777275605190846,0.05838669935988998,0.12055449500810665
6,1,4.892442173458476,6.33076010150041e-26,3.0472192826483746,5.427895549491441e-16,0.11740000051709112,0.23480000103418217
