peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.836644378323069,5.116701660536777,9.287791223713812,0.009023439657080353,0.008944538584606612,0.032348087518000064
0,1,1.799392533562045,55.744407681596066,1.3335722756450163,0.015420693110038046,1.2637363517022918e-34,0.03631295724378824
1,0,2.1229649277871165,22.02574133297482,8.376382467868043,0.007118032103052159,0.008132523022793109,0.027088615554221533
1,1,2.1947501696397365,42.75464894819428,14.827818533406354,5.167991805474395e-07,0.1801067838891638,0.36021348839987594
2,0,2.196139170324581,4.34231101422787e-05,2.0397302342880574,0.010287825793825957,0.006485348206717829,0.03177411112868119
2,1,2.1784193938379492,60.10956724256482,0.17754005019856842,0.0068498364734939235,6.741282537730307e-06,0.016136856685109637
3,0,2.3380983928316303,20.403474332454817,0.5035231228189089,0.011040608514790242,4.765811268028064e-21,0.025998646239967442
3,1,2.3306062071643314,34.68360928680524,0.8060147110043511,0.026222160235550997,1.0824612824976493e-22,0.061748468546688966
4,0,2.483411423812598,0.0028681441912690583,1.0532754499230057,0.030932725007872967,3.900479083899285e-11,0.0728410009348653
4,1,2.495008423390168,54.49910056141481,0.12448956812450947,0.01083434222778848,1.984736358491621e-10,0.02551292645064104
5,0,2.697025177336499,0.26271202711929587,1.7057314504896468,0.024375422802393545,0.004836596493778878,0.06249982908156582
5,1,2.8096398517713537,55.722812270379755,0.3284299528541468,0.034308280663455995,1.3347879198642297e-21,0.08078982701685389
6,0,2.936813974599252,4.112076563264022e-05,24.2375302910757,0.016529468316318286,0.011207773764146925,0.05209026729593976
6,1,2.9309216600940653,2.347778738687281e-05,41.55634040577205,0.14999956376334853,0.1114985330708996,0.48582609527009424
7,0,3.005781284936853,7.421011360532868e-19,31.913894067074565,0.007228236438579852,0.017247284580386914,0.04202678555695841
7,1,2.952000279314311,4.442197543018683e-19,50.89177381766892,0.10059844498989155,3.963282407179734e-12,0.23689123476509208
8,0,3.0855790939013445,1.7519450843541908,4.956069850493765,0.020926533186523016,3.294976629946193e-16,0.04927821982063011
8,1,3.0575192061479677,75.20171090549256,7.694323535191022e-14,0.20000002848159015,0.20000002848159015,0.7194937935653188
9,0,3.5229835640932055,79.14220533306421,9.533163059056873,9.658654501625584e-15,0.02725752470834503,0.05451504941668857
9,1,3.4430835200708665,0.3957033915155591,3.4507593283661984,4.046502564294977e-06,0.03974125732365443,0.07948189500174521
10,0,3.6752848792648254,73.09561518382328,4.436006439315399,1.4649721314536898e-22,0.04022007977597064,0.08044015955194128
10,1,3.576047257006854,20.59795568162322,0.8528971529722239,0.02957423965883891,7.634842320207918e-27,0.06964201236518312
11,0,3.9676634971738016,88.46576948664087,1.542038099855189,4.758566551488345e-17,0.03180256846560869,0.06360513693121736
11,1,4.059659159720718,0.039547397562869166,0.06363239666050331,0.008443561501037066,6.683310988599257e-28,0.019883067874093694
12,0,4.253112835297689,0.08445008353527365,2.9036667982730417,0.020187738854626,0.0007770789818096833,0.04832231757844875
12,1,4.189017770979795,49.094558943041065,29.85754501452263,4.257336617166154e-25,0.11983791451531704,0.23967582903063409
13,0,4.630871272776765,45.340713676671456,2.089664985457528,0.02927697123098086,5.71852198681821e-11,0.0689419987695337
13,1,4.72375052486658,0.2267247452542279,0.2131620179221528,0.017133156623761574,2.1973775538717104e-12,0.04034550065447978
14,0,4.751181876725149,1.3826525137983196e-06,1.6374906457474283,0.027992842841610858,9.990251253945794e-11,0.06591810754044995
14,1,4.821750546516527,39.86446698844798,9.999975896779304e-11,0.11500001633441405,0.11500001633441405,0.4137089311471649
15,0,5.089988922236175,0.9427055997257089,9.85435624528667,1.096070293153607e-19,0.03875905048990158,0.07751810097980316
15,1,5.055577947769808,41.704511319866974,1.2309784581541914,0.03197571666356969,0.007502514316710838,0.0832830139801867
16,0,5.209230858306213,1.3592666745955896e-21,3.774458547273327,0.021232916436039515,6.273222657899353e-32,0.049999697238052955
16,1,5.173453370806622,2.5654794753179313e-19,4.938034618134182,0.031226627113422976,6.29461307921171e-19,0.07353308746539536
