peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8229319070501464,59.74654559051124,9.033621153855988,0.031149761210238776,2.0824600156132554e-14,0.07335208209581859
0,1,1.8507501219186844,0.29946132313477697,3.691649753655461e-13,7.552620751027916e-09,0.26500003777060743,0.5300000743810592
1,0,2.1213496260786138,31.61812826218094,2.8124573574301817,0.012464391748863431,0.0026865991155231267,0.03219706330239519
1,1,2.0857747809260307,14.43170978310994,8.153704123177118,7.902103596751745e-16,0.056654131416225856,0.1133082628324516
2,0,2.3536817591012196,0.01480106786697812,0.034213876829783225,0.012428602021186595,8.686916535718685e-40,0.029267121171202365
2,1,2.3242501896038434,47.85904126738565,0.022503531323833634,8.757239032308719e-10,0.010278663878832014,0.020557327623144595
3,0,2.4526469573109475,34.62782591355168,0.3165773970491894,2.4046949663078147e-09,0.04181556009747424,0.0836311198255644
3,1,2.5070666771321743,12.040860600283455,0.03662831237857435,0.00999275457916945,1.5128285029379496e-33,0.023531138788103027
4,0,2.607187433213481,11.769423425062387,0.037758986018181055,0.00993092519510041,0.0012097241305807072,0.024635085364084115
4,1,2.57307173454539,35.01669916591324,0.017013994670382775,0.009799785430903457,4.671896281087165e-33,0.02307673116969372
5,0,2.9332964684566267,43.64860572061041,53.50133661186446,0.01154285291001461,0.01304806315168078,0.04372084504300432
5,1,2.9996226993498567,0.8810925740098484,22.273153828047068,0.015674440796484397,0.008793598220125863,0.047002347917968264
6,0,3.4919351627736614,64.78570386732346,11.158197221682807,0.07527459584603305,5.46590438309755e-11,0.1772581272343485
6,1,3.6763005053673075,0.622717526323002,4.628878358146025,1.2266216141440282e-24,0.04449284583196823,0.08898569166393645
7,0,4.170908191420044,1.1122332404946693,21.95392719842216,4.221147978650324e-06,0.07460330128336248,0.1492059552798393
7,1,4.243865386940733,37.565306903927414,1.0919352716107261e-18,0.5850000835011526,5.381137091475807e-08,1.377569976634415
8,0,4.627401992292496,25.222242321822815,3.7048081315928143,0.00503748513427406,0.0360758459333311,0.07414921494035961
8,1,4.750926020264717,0.9607376853385725,1.1694496006146589,0.02743070633656255,1.472787035380866e-30,0.06459437713069498
9,0,5.083062675244774,25.026269746082246,28.570706467124474,5.5690195848316724e-14,0.03899152796905634,0.07798305593810413
9,1,5.196487767633611,0.12516289027411834,2.51364571746874,0.01980291818884206,3.6878857252764877e-16,0.046632308701193635
