peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.7947784496717023,7.531765704215149,7.556393396747932,0.007388551257182225,0.004130180125670703,0.02213667628388133
0,1,1.7760848165272645,0.00018735542101577118,0.28130799656582317,0.007709235748327421,7.496611152730868e-13,0.01815386287277815
1,0,2.050516365790744,0.9588611694284935,8.599858806753574,0.018959707598495225,0.07309813735782197,0.16002892164146024
1,1,2.3665001752069936,4.8281328406515405,11.471994246105202,0.4800000685958174,0.48000006859575695,1.7267851054200745
2,0,2.3330001908542877,2.7808540559417696,1.8796165998507677,4.5179329992396726e-07,0.12020717482807204,0.24041428026424488
2,1,2.487456760417958,6.324598737499202,0.01753703800796664,0.008124783001992633,1.5026759999451568e-33,0.019132401874618985
3,0,2.556573021725796,9.83303938025853,0.031647506188480466,0.008975245747745973,4.6229039829132865e-20,0.02113508859587101
3,1,2.5280002187213384,0.034174461715040065,0.025252888125295008,0.014763215413506768,5.322657319716128e-15,0.03476471558484092
4,0,2.6432791098190656,0.007638721501928424,0.022619701526344783,0.00849905729102556,1.0819891747082159e-23,0.02001375047277343
4,1,2.622451255453939,8.958028416482813,0.03066205236557481,0.01441803919160235,4.500461010254343e-10,0.03395188814721654
5,0,2.9298522240425027,2.021090157959625e-11,52.783817798213306,0.009862654607476448,0.008644707519708725,0.0337515498039038
5,1,3.1502723300438293,3.703833139404161e-12,15.153381954920567,0.26411261821317267,9.493660020354747e-15,0.6219376875139948
6,0,3.439232952753363,6.883403586582752,5.834225164913528,0.012483432992287363,0.018051969468280492,0.05327036117641356
6,1,3.593156761694688,16.16408808010751,6.368622991136137,1.1329723489307177e-25,0.08947702005822586,0.17895404011645172
7,0,4.153083567702836,6.530398695040436e-05,8.68857971612575,0.03293182131591769,5.781416371621277e-35,0.07754851295410047
7,1,4.0539612383512225,4.533200288295242,12.112286971033978,0.0013208133017633178,0.20202373534930296,0.4038848508395981
8,0,4.520253537998358,8.106857977115993,1.5131378937754383,0.023114591135859355,0.0026765388337921052,0.05719073015379938
8,1,4.6423227342684426,0.04052915410700529,0.2814298537769374,0.021776657474371026,7.704277548545652e-14,0.051280109534498776
9,0,5.083807449747396,1.200203580513371e-06,25.977475419456738,0.018706105578281187,0.019739239553047138,0.06879026634424815
9,1,4.992973033818613,5.7032272556255814e-06,12.49360934288065,0.10201964277544226,0.03977334714140619,0.2842052546926821
