peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8371562500750955,0.006721858248454449,7.240333017514576,0.008611518761768994,4.493894647947828e-10,0.020278577446508423
0,1,1.8363554400730073,49.795600016932475,3.945122870170495,0.019564767972118282,0.0037382369261132883,0.05000577913083576
1,0,2.1245086699678377,0.001114783741051839,15.837263372218283,6.31308028399588e-21,0.01674197665116442,0.03348395330232884
1,1,2.2433489976472134,44.68568522826437,3.6303559549325652,0.0188493145248176,1.7357777625745037e-19,0.044386743678133514
2,0,2.500669294630585,18.361901377024978,0.6740244260138196,0.003909632907639007,0.0071301907052879095,0.019042216597644327
2,1,2.445225821771062,4.6507413614384445,0.6210246614302233,1.2823231345381652e-29,0.021645294535898328,0.043290589071796656
3,0,2.75284968100653,14.649496157423673,0.8662849695236486,0.011394492601731943,0.0006639620050710532,0.027505574768186814
3,1,2.7581884311743847,8.179614861750636,0.45999179489605824,0.05173163503053617,5.778279318818735e-11,0.12181869118975328
4,0,3.001866401592812,25.60815669569939,38.94283644181821,0.007974345617303725,0.006335760836116806,0.02638365288192704
4,1,3.1072594131507367,4.32148752214903,9.43905923292895,4.294861120977548e-29,0.024099298696724548,0.048198597393449095
5,0,3.521392681151155,32.228410739612606,7.366627469755994,0.009835374209720915,0.006425043515976241,0.030672193164538963
5,1,3.5560725496543166,10.00415894336653,20.11979944061591,0.15982982182366848,0.08721736744361647,0.4761457612530399
6,0,3.6770943622564185,0.0018597826914471538,3.7236064882917823,1.5842425116680567e-15,0.017347553359821796,0.03469510671964335
6,1,3.7941093600115066,74.76334821238252,0.915561466470447,0.0161478572334932,0.003999854530527976,0.042297120400607575
7,0,4.247353788136469,12.963765047744221,9.900513419526028,0.004496926810550074,0.016999499451435966,0.037334451075587374
7,1,4.372000482243604,49.48380814994961,9.999999346529302e-11,0.41000005849226184,0.41000005849226184,1.474962277186645
8,0,4.522120789873389,0.08477479390223758,0.009683065576791114,0.00547317554670627,9.99888585372418e-11,0.012888343587066822
8,1,4.508750501749621,50.19492152702081,9.999925472401538e-11,4.5502130709140776e-09,0.025000003472698935,0.05000000624644439
9,0,4.75334382281703,0.2155241077385641,2.453700369262014,0.0179486226246884,2.4682701989887972e-17,0.04226577633731229
9,1,4.630526521262231,45.73542972226611,2.2130780323390553,0.01766968440019922,3.27992505101597e-17,0.04160892701495982
10,0,4.8767441689247075,0.04058144718014227,0.0801503270260186,0.009704407595750968,2.5461088097768447e-19,0.02285213353162498
10,1,4.892179407867124,48.68089808482205,0.05935217255239321,0.009631553889550374,2.0271992178896405e-19,0.022680576163909026
11,0,5.203643917976089,2.0671219649153488e-24,9.228676141564696,0.019063098094276355,5.357934163610421e-37,0.04489016551279325
11,1,5.038611619726639,8.426938150045179e-23,21.468295990997063,0.14593372926405843,4.375019582550363e-11,0.3436476709607525
