peakNumber,peakLocation,FWHM,intensity,% Error
0,1.827500118614317,0.05525353945293143,159.2154453208364,6.575212000805908
1,2.1125001593430834,0.11186335327199348,78.09884855181656,1.996693152830203
2,2.442500206502708,0.038139085671003325,24.152773638898736,0.1076088845722775
3,2.442500206502708,0.14758366743830997,24.152773638898736,0.2861530910321388
4,2.922500275098525,0.0641163474275892,652.3934205022454,4.924726762620029
5,3.5025003579851384,0.16572823586614094,92.88233483171734,11.58040237864501
6,3.9775004258664164,0.050344378551362645,32.40309512770091,4.4142333439823865e-10
7,4.137500448731688,0.0912913138167788,108.75998230964291,4.388245954224885
8,4.617500517327506,0.17634749788117166,30.13371232672057,0.7567604131602524
9,5.067500581636085,0.11877809993501831,207.72883350400969,37.39005292955259
