peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.020930201982384045,486.1164458812439,1.9489940570995963
1,2.122500160772163,0.0408836820050853,387.378574536401,17.11253868211544
2,2.5025002150771853,0.030089628220613562,52.60100339103127,0.6060220383036125
3,2.752500250804174,0.02328266699076531,104.12935236301166,1.1950668917428284
4,3.0025002865311614,0.027661425638377146,1157.0633242669262,9.964687073189522
5,3.5225003608432974,0.034301660192992856,267.93042744472456,0.9766140926639614
6,3.67750038299403,0.034766698151626585,137.77422694918545,0.411407031826275
7,3.7925003994284445,0.0324017982601279,105.47069336928826,0.16364353442601764
8,3.9875004272954957,0.04542335850896073,100.40910747512174,2.9171203100104863
9,4.252500465166103,0.04526617629778684,220.81777294989445,9.57458651526263
10,4.757500537334619,0.1656765402657463,105.29606298527193,4.791529833690754
11,5.207500601643198,0.047380128437468194,225.92813069904048,50.46413737766699
