peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.025370053587528973,167.8788933740102,7.766679538163921
1,2.1475001643448617,0.1923029410822057,53.711431367352134,1.7874501854807476
2,2.4275002043590885,0.13310917673534206,17.10325094455328,3.281162210293946
3,2.60750023008252,0.093139748168106,11.025427872000309,1.3428507956597617
4,2.932500276527605,0.036876800884344973,889.6072966191363,45.76374041729074
5,3.442500349410661,0.06780272961353573,86.51781084366093,3.2113639947924413
6,3.7525003937121264,0.23063381011981843,33.194061049681295,0.28971001474365743
7,4.157500451589848,0.08249580813003554,94.9661663395014,7.226531885303148
8,4.5225005037512505,0.05633274009942557,22.867537716402865,4.858089534711487
9,5.0875005844942445,0.0808006894632447,237.40204010510172,22.838353209433624
