peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8361586101714762,10.516034319367138,16.318392669577705,0.0062718727117923355,0.006489960564492021,0.022877909721862655
0,1,1.9351733363600778,28.408153854682478,12.796504115794262,0.14351663340621476,1.8674461097181462e-15,0.3379558451403147
1,0,2.120560756033224,13.524904926969207,10.1696987087359,0.005768851961811431,0.008363796814072733,0.024651006629294023
1,1,2.019206938274847,44.83794320754797,7.558460442464349,0.13322096473520204,2.134033909565648e-12,0.31371139817894317
2,0,2.349021708561353,56.862528419480846,0.38337859437009303,0.012347676991080844,0.021917621992065598,0.0591604468160996
2,1,2.3144586667202365,0.28473303353318397,0.005164999279291496,0.0017453030340459444,5.528139982302046e-19,0.004109874569224725
3,0,2.7153076776158005,0.001408009598541704,1.8745827938474418,0.015578959071567219,0.0095525712599699,0.047765573745060554
3,1,2.6119124164354233,56.60061315102499,1.387327809739342,0.04778331905722668,2.893533789022636e-07,0.11252140608004474
4,0,3.002129118603523,4.241049724951342,25.335638272535316,0.009886315000795292,0.0014182501815562967,0.024754164305230898
4,1,2.9965597830025974,49.48594670314591,26.993054603256404,1.762649771916859e-08,0.023505626487027916,0.047011250266515016
5,0,3.5205285248699254,79.87080393693068,13.296672155251114,0.00021349605138441344,0.0152776907857791,0.030536370359092055
5,1,3.676018128753103,0.1712243742880182,5.848462382079599,2.435783831096636e-15,0.02814013038474623,0.05628026076949209
6,0,4.2463674622941525,19.09487746433701,8.971087774418926,0.01175820184280973,0.010778458669832614,0.04090250999135638
6,1,4.053485978877674,27.421701731773005,33.47121149963843,2.3104793097011015e-07,0.31433707212674417,0.6286741087630582
7,0,4.630932322862645,46.06058248442769,5.2799554257904155,0.005884593240264737,0.0177765087502717,0.04075976533707148
7,1,4.750630964674922,0.35305200382687957,3.3090292427056665,0.020187944763420784,9.611394612410961e-22,0.047538976996880845
8,0,5.202795521789713,1.2830497527656097e-09,9.487604729220633,0.018807597612868775,5.72594688059426e-23,0.04428850785765962
8,1,5.038200319059066,4.631157765077193e-11,27.930813191582775,0.18731246507810329,1.0962545164348996e-11,0.4410871474610093
