peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.7932075858477565,1.8279246322969546e-16,4.862338004824368,0.0086739766123766,0.009193505485942222,0.03195683033383336
0,1,1.8732501251523554,7.564410025499035e-15,2.0166324228635983,0.017622940035167727,0.05788179465210997,0.1303989103521294
1,0,2.042455182174912,5.681090384439376e-31,4.547218204205311,0.0826389662787576,2.9187702982324087e-25,0.19459989429385507
1,1,2.1325297638640586,2.9288204765480155e-35,16.922838063188518,0.42400093179408255,4.830071126284424e-08,0.9984459414663543
2,0,2.4784987731720305,2.9230496738112177,0.036711707426263715,0.009975664527602573,1.1677266699301137e-34,0.023490894792102736
2,1,2.4534497948515472,5.965042533807919,1.2889845799644033,0.06244947040923629,0.053319033943020164,0.2117322048904822
3,0,2.931132999320041,5.597347654826788,49.772520104882894,0.009068722887937739,0.012164595618048326,0.03723128031522337
3,1,3.0264548836173355,0.027986666559412714,2.450523462789353,9.76476438457292e-14,0.029586968538134036,0.05917393707625307
4,0,3.2265164715594357,4.184435572873743e-12,3.8628033703141287,4.8690977734328795e-18,0.04224528441577099,0.08449056883154198
4,1,3.239807758413313,8.086798369935069e-10,13.030128689099872,0.21500003071646087,0.01574204118336356,0.522325661459184
5,0,3.4411464268244796,18.706146955710516,2.3103581293287174,0.021103550687567568,4.5251400255152863e-29,0.04969506418041078
5,1,3.5386228489215172,0.00046713417428900783,9.441737934058933,0.20031835774615428,1.5145642300903551e-05,0.47172878790521106
6,0,4.158345941513209,2.900746931849362,9.807349793090102,0.007326268217648857,0.022393607838336757,0.0512131387823881
6,1,4.150250450553766,5.2950752679701395e-18,6.158401106025755,0.3149175524841942,1.8618054267862072e-10,0.7415741653075274
7,0,4.528350040029361,0.1957797073017484,0.38034380782213567,0.01718477320108714,0.005250630029695304,0.04615612714978353
7,1,4.510151810839098,7.69508215183301,0.6471931137048718,0.0261718720811798,9.55051378490342e-16,0.06163004899274902
8,0,4.647469337356998,1.8493860513546638,0.28789941115987516,0.003685194328359276,0.017646140280824008,0.037509811454204636
8,1,4.5985005146122555,3.4493546155647583,0.3864261845034638,0.07362383114012476,1.2685288870388443e-07,0.17337099985949764
9,0,5.082609010221438,1.7213240587402956,26.72206352572169,0.016371202022261982,0.02954241972821831,0.07922403067160538
9,1,4.960304760151944,4.2927365701299e-05,8.721045492464889,1.6979171120041002e-06,0.06452867592191315,0.12905709123714876
