peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.025734418335965348,202.29784307167853,24.976421252549905
1,2.122500160772163,0.08728224151527542,81.99890818999239,9.511964999184991
2,2.337500191497373,0.04146556080641206,27.65019783037144,0.6582899429620911
3,2.4925002136481056,0.07688886007655915,23.086421730218714,1.2479122483423088
4,2.702500243658776,0.05990601353768543,23.633710769911545,0.583732227194707
5,2.932500276527605,0.031447231033616685,1485.3146279646808,15.05605453333427
6,3.442500349410661,0.052175339393252695,114.60366842980318,5.035280884383022
7,4.157500451589848,0.06196437852066072,151.86870788012698,14.269129287158952
8,4.52750050446579,0.05726026678808971,38.06303052172308,7.700311306788524
9,5.0875005844942445,0.06920396187331335,334.32271797189117,47.51103032930122
