peakNumber,peakLocation,FWHM,intensity,% Error
0,1.9225001321905726,0.12457628924461361,111.68226637724088,16.84787337419301
1,2.262500180779277,0.028809566204694992,108.86425003186314,5.030498104741942
2,2.3725001964991517,0.02675053451494902,8.883221687927245,0.5862223301021028
3,2.742500249375094,0.2796447210026254,258.4098383714873,51.21653077635878
4,3.507500358699678,0.16160345225504225,79.24344283592337,10.734941299362164
5,3.737500391568507,0.09075109006469617,53.61393365909542,4.181002752045794
6,4.147500450160768,0.10917208329246897,51.08177749763205,33.990271081323385
7,4.53250050518033,0.05545845365690738,33.67596293292469,32.81012438076099
8,4.697500528760141,0.1390721797361012,23.01501671873997,3.442283580318846
9,5.052500579492466,0.21707723092172593,90.83725823666443,35.616654526619755
