peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.02135517164393841,688.216849033131,1.2600290523387854
1,2.122500160772163,0.019631934812033514,583.926525436332,2.391917416253027
2,2.377500197213691,0.059003065500679686,63.82575207577753,0.264273105422962
3,2.4575002086463273,0.03305949875727654,59.51383711958022,0.15716767378124333
4,2.507500215791725,N/A,9.205369393854756e-15
5,2.60750023008252,0.03770814771897113,65.56400269359511,0.20745433839261465
6,2.707500244373316,0.049267332037010725,69.35137627844068,1.6083909960127323
7,3.0025002865311614,0.025181754274236745,1538.7314245091463,4.490992569321337
8,3.5225003608432974,0.03219560286696099,384.7091780097805,5.418658671647184
9,4.052500436584512,0.09229036885444497,83.85490501378274,0.08189352176968401
10,4.257500465880643,0.034177931606837575,325.9210030606979,5.230776181877831
11,4.632500519471126,0.1674459173496876,139.2106209606897,5.926614489796541
12,5.207500601643198,0.045265386527878704,289.4457579220034,58.77172717025756
