peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.06630923858832594,225.1167385963402,14.061799590093052
1,2.122500160772163,0.03866734540108485,165.52766279158698,1.3813494152144736
2,2.352500193640992,0.035265330221237345,49.259921376699424,0.03491708562929413
3,2.4475002072172476,0.09443200660210449,49.41425609973692,0.3656347327424288
4,2.60750023008252,0.03929699163816425,48.38020853638386,0.05716969850636979
5,2.932500276527605,0.040064243933962906,1046.7120560586297,6.555993252327191
6,3.5225003608432974,0.12623185954212524,158.1484477231026,4.081663808130628
7,4.157500451589848,0.15021656158431185,146.62108462567073,11.809931293252964
8,4.632500519471126,0.17455439609608359,58.29480502230325,2.7259347593651224
9,5.0875005844942445,0.08050966319593567,262.3552460329481,52.83370142534064
