peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,1.8362746944966841,0.0007610395417184113,7.113957271976815,0.0127970076741426,0.00277812785945407,0.033078446025888504
0,1,1.7974016582479637,71.90711232204103,2.4967850618137217,0.01476084840465546,3.566732550668183e-30,0.03475914170494579
1,0,2.1217744014504114,7.0973189151302325,5.341328098826649,0.008580926293883524,0.007173169753947547,0.028880536638656813
1,1,2.0863613760724395,51.84805434812926,6.545373317523997,0.06926589840191644,0.028313690690905797,0.19454433058312068
2,0,2.4866413706899437,41.38296718857763,0.364745539147154,0.03340847592466533,9.42191400235963e-14,0.07867094878142979
2,1,2.4990002145766255,16.236241432181092,5.438760994132156e-15,0.17000002419435223,0.17000002419435223,0.6115697244765612
3,0,2.9631466687694528,49.67649906372074,69.81774360660478,0.059818825917388074,1.6798589494590124e-15,0.140862570340484
3,1,2.9620002806710373,10.737313208366118,2.945302435864169e-16,0.5155926006686825,0.3952022575582933,1.6861392876703696
4,0,3.5140363523483376,0.41500700860362344,13.707979855434607,9.619960578905802e-13,0.04690834686191792,0.09381669372368807
4,1,3.6796527224521554,82.9973164621873,4.035816566955619,4.721246284439124e-13,0.03570115977901827,0.07140231955796401
5,0,4.198318874315001,52.29280513161174,16.083639903298668,0.08969555285045161,8.989667400018956e-31,0.21121688580237635
5,1,3.949221094157972,1.6680377990785296,8.542941310481899,0.07182314184649766,0.041743343509996735,0.21723605373927743
6,0,4.61400051682733,3.679042824279587e-10,9.6937140745629,0.18878002976742428,3.876446273925351e-10,0.44454299858443236
6,1,4.61400051682733,27.872115701097005,15.322594334866551,0.3700000527592451,0.3700000528759343,1.3310635185095043
7,0,5.083704876569006,0.16852423903553415,21.606835747083103,1.3572205363008793e-15,0.03980369302784749,0.07960738605569477
7,1,5.197941906202742,33.705112575439266,3.2514309039508174,0.019819028522459536,2.6364108705822925e-16,0.046670245637728106
