peak,curve,x0,y0,I,alpha,gamma,FWHM
0,0,2.030321742349691,0.029352588649606513,8.779580276305753,0.010665071469036884,0.08762416027947398,0.17884104357694294
0,1,1.8024811339591469,12.234174574467133,1.0903997425444651,0.027300047316045135,1.1491854821232537e-31,0.06428669865011645
1,0,2.365803961958409,12.207041667928857,0.1679216427004741,0.013043516724962711,0.0026498021348626503,0.03351276728106991
1,1,2.33674528272312,0.08324794241960698,0.16828575291855644,0.03228659569594227,5.573401115458844e-13,0.07602912273117061
2,0,2.4576592904488774,5.444881856148907e-07,0.008973919147347196,0.013060284172893469,2.1865834364374837e-07,0.030754837013039424
2,1,2.430250265360599,9.08281844911595,0.6689262265260171,0.045000006414983466,0.0401678098831153,0.15501347599754203
3,0,2.918534426233618,14.171191204459655,14.330728069297813,0.017877020747209517,0.001224660623069902,0.04334326579696633
3,1,2.9064741258454587,0.0708433033539076,27.282286948677886,0.03240266735368121,0.02158090431147351,0.1015958668894464
4,0,3.4708591934097046,3.5318884347253294,9.101891722748347,0.05164612161406546,0.09882903731445743,0.25916312422576815
4,1,3.718863597773731,6.885721957915132e-05,9.801824377678258,0.36414452818351745,6.250600532633071e-07,0.8574954575699786
5,0,4.116567123459768,9.880480145967683,2.940423598205455,0.01742334643076884,0.01963630966536584,0.06590711072336608
5,1,4.141711545729074,1.4420051069922057,3.6246810492584394,0.02382496161851382,0.020540420749215697,0.08105444399674148
6,0,4.510903351575465,10.525108414836458,0.3565549192498524,0.02662497590599541,6.7129462212838035e-15,0.06269702696191076
6,1,4.588235802164669,0.052629681570889986,0.1426325939212317,0.022535421961489593,3.0695221292164065e-14,0.05306686335817698
7,0,4.712875434863829,0.370357672467272,0.013975689357266096,0.007936104873003587,2.558247515044219e-33,0.018688098834416644
7,1,4.713490756429498,8.616806001946644,0.40737516669991763,0.04576355540106499,1.1247175661274643e-21,0.10776493759031221
8,0,5.06466396564759,1.5236065148590696e-10,24.289594878823852,0.020938269330836215,0.04920479319133235,0.1204437403000045
8,1,4.958668539226531,8.697935551490676e-11,5.938497857080088,0.1480943257105418,1.2388899559840751e-18,0.3487354867385261
