peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8325001193288568,0.03521771541794738,226.25962869941677,5.742173304235532
1,2.1175001600576238,0.03942514679412845,140.10675768134806,1.2071029551347114
2,2.9125002736694463,N/A,385.5372840597922,0.9622700545879906
3,2.9925002851020825,N/A,466.4638477255188,0.8016025745453252
4,3.512500359414218,0.07293473711343434,155.17295818072026,0.6215612686098214
5,3.6725003822794906,N/A,100.08050790441243,0.468638537149795
6,4.11750044587353,N/A,90.74515590043339,0.5953189112476983
7,4.237500463022484,N/A,108.10472792351803,0.4904940375112109
8,4.622500518042045,0.06803032714208257,50.269136036749444,2.301781196437298
9,4.73750053447646,0.06195307654430504,44.92545867582271,0.3707727144039113
10,5.062500580921545,N/A,133.1466573112277,1.168795748250179
11,5.187500598785039,N/A,99.86472008431011,38.70377264933577
