peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.032079619608795795,249.32737222540607,2.7505556207526616
1,2.122500160772163,0.028834998407774926,262.90413452701534,5.170540873329103
2,2.337500191497373,0.035055475655147994,74.46803843053596,0.5225556249714628
3,2.4925002136481056,0.05588300777773192,67.04365098362183,1.1870578158193594
4,2.702500243658776,0.05122576272095136,71.33594559873052,0.6243794111744303
5,2.932500276527605,0.0410804868328869,739.2028977450627,2.986948079719734
6,3.0025002865311614,0.04374854238108128,598.794732938944,2.6463875586309955
7,3.087500298678338,N/A,144.28716263615792,1.2690600677180726
8,3.447500350125201,N/A,123.39057579017071,0.20265942591066394
9,3.5225003608432974,0.04298301025731632,169.47464424122984,0.49679038188762353
10,3.67750038299403,0.1024376495464856,114.08319338073937,1.3369959235316042
11,3.967500424437336,0.07426483414030827,85.23258228923396,0.6262565551465901
12,4.162500452304387,N/A,133.63621229222048,0.14026544175157876
13,4.252500465166103,N/A,141.44687390256036,1.8883371910299387
14,4.632500519471126,0.06449957972435882,63.61345389138728,1.3024210084715988
15,4.752500536620079,0.05939925761747933,53.63782286176535,2.1219662536604944
16,5.0875005844942445,0.07392510734861091,186.10899112075316,2.1628390132638904
17,5.2025006009286585,N/A,100.24791705217126,53.55881284517559
