peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.023181526290295462,605.3557972327128,1.855853323778974
1,2.122500160772163,0.0227796986077502,413.80623666587894,0.8216638091491842
2,3.0025002865311614,0.02722929336633806,1451.746405231757,5.103682163903834
3,3.5225003608432974,0.03398909652096638,364.6213106355329,1.1405064664045272
4,3.67750038299403,0.04344555969806896,167.8192910384248,0.4073093437079397
5,4.252500465166103,0.037371477105918594,253.19537807372626,1.2563333040427924
6,4.632500519471126,0.04303993095770142,135.1299105405189,2.854879415901166
7,4.752500536620079,0.045586100215275316,120.98413668542958,1.2487235420038723
8,5.052500579492466,N/A,72.1582834944651,0.3858626736918953
9,5.207500601643198,0.0475027817635425,285.9208267921556,228.01486056328892
