peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.022000005698368463,216.2019943484397,6.950038746989708
1,2.0725001536267658,0.14217276576596882,50.15245116815606,5.059359460924997
2,2.932500276527605,0.033346810195082455,991.885306874522,7.82716833586462
3,2.997500285816622,N/A,175.7614334531824,1.3214551517334387
4,3.187500312969133,0.060477774061495904,57.20015031605715,1.0837442838156393
5,3.442500349410661,0.05529940250785037,97.8509918382947,1.2743191242796337
6,3.5925003708468544,N/A,53.66694464856039,0.9345963028744331
7,4.162500452304387,0.07561230409764885,104.20844300498243,18.378444181475174
8,4.5225005037512505,0.05824370765051867,25.71258046517687,5.308975296168327
9,4.902500558056272,N/A,47.237099257377395,3.0453525180057097
10,5.0875005844942445,0.07262815438388248,266.4089372398578,27.06698384832994
