peakNumber,peakLocation,FWHM,intensity,% Error
0,1.827500118614317,0.03716606318871074,90.70637840035928,3.158896075244267
1,1.9225001321905726,0.03085807371242777,89.36040082255306,1.6097532190491846
2,2.1175001600576238,0.08476058805511544,49.841403776869356,3.1838091326938054
3,2.262500180779277,0.031666570251089876,67.70302846455135,5.476850539660312
4,2.6325002336552195,N/A,94.51817057025383,0.9825520294433661
5,2.7475002500896335,0.03469945479288805,196.33137570131098,1.163664063209944
6,2.9125002736694463,N/A,223.38173265217029,0.4374639520373114
7,2.9925002851020825,N/A,224.14860170395914,1.0012551436594994
8,3.432500347981582,N/A,78.71011274705143,0.5798818431816853
9,3.512500359414218,0.09277789078673004,94.9055728755738,1.2442009111480639
10,3.742500392283047,N/A,57.57474227168841,0.4069488069578941
11,3.852500408002922,N/A,46.326300898731546,0.13079882280185573
12,4.147500450160768,0.18516747123926613,55.17641509999878,12.4823539879054
13,4.53750050589487,0.06565599327144067,28.29642819598554,7.89632408086068
14,4.617500517327506,N/A,20.063506509054903,2.3410126424762055e-08
15,4.712500530903761,0.05837101580932025,22.915495912380287,4.149109328265339
16,5.057500580207005,0.21818337657798015,100.50623778845234,31.7067701177642
