peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.0269099226452163,433.84335761161753,2.339379209908371
1,2.122500160772163,0.025673102011845028,395.64561798200987,2.6472172821207103
2,2.337500191497373,0.12052783958858138,75.17041030922849,1.3556711374820174
3,2.4925002136481056,N/A,66.52215451035664,0.4209796214920005
4,2.702500243658776,0.05195385675390396,73.40089203647426,0.7349787210021934
5,3.0025002865311614,0.035285252711927395,1158.0523304293476,1.9848855525266156
6,3.087500298678338,N/A,149.57473557515567,1.2397507393470921
7,3.5225003608432974,0.04517416437215349,271.7479941496006,1.6425461854473633
8,3.67750038299403,0.04589078278968284,156.9742476400255,0.5140049992981002
9,3.967500424437336,0.11257824421470719,103.98249327930858,0.21192065760491438
10,4.252500465166103,0.05706846907527208,231.63557782807436,2.8083115325591277
11,4.632500519471126,0.05179309270795596,106.80206817882856,1.1478418989474652
12,4.752500536620079,0.052300420606786524,94.50675121726186,2.775731361200032
13,5.082500583779704,N/A,78.84956511523517,0.24517338603295585
14,5.2025006009286585,0.05420727060895292,205.93227023996207,249.8506953256847
