peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.019658716947573263,540.4074028701571,1.5436852641677272
1,2.122500160772163,0.03421864565656252,424.64491168690944,2.488350399831994
2,2.232500176492038,0.038489143119179836,131.55636088276594,4.222240641764533
3,2.342500192211913,0.023693649971102015,71.46147885568968,0.5475624398010714
4,2.5025002150771853,0.024807779308157585,51.948149407373364,1.3966129230557967
5,2.752500250804174,0.024973707150561353,86.06712968766806,1.6529422143665862
6,3.0025002865311614,0.025326299968617683,1307.4032748820775,2.2282200324218064
7,3.102500300821957,0.030387421837672957,197.46608274223394,2.8460211990070623
8,3.5225003608432974,0.030854968976533392,300.0032719451106,1.362930876221112
9,3.67750038299403,0.028128475495709182,146.72266952104388,0.06242126692908413
10,3.7925003994284445,0.10108678761739931,97.59216282491218,0.7192333289952221
11,3.9925004280100356,N/A,86.00419732040257,1.3332079223435267
12,4.152500450875308,N/A,83.07528148370585,2.3552235758341822e-05
13,4.252500465166103,0.03529350835570977,245.11788712029625,2.2768249227804787
14,4.402500486602295,0.09527653716200213,87.21345310276644,2.5384955704454546
15,4.632500519471126,0.04012195334890567,109.14892591971767,1.7813206018692767
16,4.757500537334619,0.03920910672984501,113.52152510712818,1.7245213518409976
17,5.052500579492466,N/A,69.39107131815632,1.2436443095864058
18,5.207500601643198,0.043629887885714425,261.178856057245,61.420575341896836
