peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.01906789512449336,600.2269409997883,2.101825315087331
1,2.122500160772163,0.020683013874295053,464.4847316134881,4.658380436668056
2,2.1575001657739414,N/A,197.82171452309638,0.8817794847437398
3,2.252500179350197,0.029135045134594417,183.30823591632947,1.5576346267865926
4,2.7475002500896335,0.10889410262102395,57.35373859750791,0.9915544324129361
5,2.997500285816622,0.022752768052142436,1546.2757598936078,5.247705353241685
6,3.1175003029655763,0.03393493475940179,144.88350515515054,2.214531302089659
7,3.5175003601287576,0.028387814401418243,355.30342858703665,0.7936198469575299
8,3.67750038299403,0.029878214865433517,169.7921591507171,0.3817296016674064
9,3.797500400142985,N/A,106.21309430821617,0.30740360053951626
10,4.247500464451563,0.034473097932083085,300.044644529846,4.63375496109731
11,4.627500518756585,0.03564484365391163,129.5659024715261,1.4286203642201083
12,4.74750053590554,0.0361891598737385,129.49751772630955,1.1642207238960072
13,4.837500548767256,N/A,59.45232183812348,0.06745059835528658
14,5.052500579492466,0.12277590460990595,75.02528851950959,0.7217561425452431
15,5.2025006009286585,0.03911604150916048,322.65501957456553,199.92392766205222
