peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.02551884570813523,202.29858526590203,4.259655795793851
1,2.0725001536267658,N/A,65.0823543090927,0.9291237000665007
2,2.122500160772163,0.04973407650470607,82.00233068651153,7.533114611983879
3,2.337500191497373,0.10393800021723232,27.653034370175135,2.102846547627062
4,2.4925002136481056,N/A,23.088357175371982,3.6957567677905887
5,2.702500243658776,0.04808296076640506,23.634217755912175,2.4737742029248633
6,2.932500276527605,0.031331206277821266,1485.3136591433072,12.213366787985
7,3.0025002865311614,N/A,136.4534974317445,4.070128568830354
8,3.442500349410661,0.051050206249543706,114.60080408011896,2.291281499819059
9,3.5225003608432974,N/A,56.274057727450554,2.024840613419078
10,4.157500451589848,0.06033130617168592,151.86674515521128,6.623902228319068
11,4.52750050446579,0.052185468182225137,38.06233109366099,6.494023228206534
12,4.642500520900205,N/A,20.556126688643587,2.794410660940847
13,5.0875005844942445,0.06965565949441466,334.322993857984,38.906118599257226
