peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.028842440489981414,362.9154270228826,2.4925161848065738
1,2.1175001600576238,0.03345979200137661,228.1079280933651,2.3200850696546866
2,2.932500276527605,N/A,710.7789929812764,0.8367304885306794
3,2.997500285816622,N/A,748.0725682202351,0.9843150039741035
4,3.5175003601287576,0.05296513037230843,237.06977524556146,3.4168064425694187
5,3.67750038299403,N/A,148.3089790382168,0.32533152757463024
6,4.167500453018927,N/A,153.07722675171655,1.729217973859796
7,4.247500464451563,N/A,166.2905524697956,0.7619468936574357
8,4.517500503036711,0.049502028967306266,65.88214428685515,0.16246970566147148
9,4.632500519471126,0.05584972660236609,86.34724143389542,0.8422681159948743
10,4.752500536620079,0.06368154016606287,70.96907974694963,1.2539902980854782
11,5.0875005844942445,0.08403938866841631,194.464428001967,1.500853531399133
12,5.197500600214118,N/A,152.03564328316264,51.89681823169856
