peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.02579188461052273,183.7262893927205,4.910489767979893
1,2.0725001536267658,N/A,62.04987952440979,1.3651559286641737
2,2.1275001614867026,0.023086524307394107,89.78616692955211,0.5629491366641576
3,2.1825001693466404,N/A,88.39474036819252,1.9010098848294608
4,2.337500191497373,0.025580699909406146,39.342362328601894,0.018000235095767897
5,2.4925002136481056,0.14867836837471415,29.327316450880687,3.453860730957485
6,2.702500243658776,0.05507604303573643,27.915833054431005,2.64480696697021
7,2.932500276527605,0.03300309532997847,1257.4656459468656,8.694216216960296
8,3.0325002908184002,0.037732004742025094,152.38940284442623,0.5479898020141546
9,3.0925002993928774,N/A,94.71754405574944,6.539137906312314
10,3.442500349410661,0.05344291173810456,104.30800297316773,5.171848606169475
11,3.9775004258664164,0.05417182893512029,36.57632479357841,0.7215563829075117
12,4.157500451589848,0.06809230958912149,137.90746572577132,6.587000220493112
13,4.52750050446579,0.05659084093803557,34.35075639986019,1.240005884082711
14,4.647500521614745,0.06157204652348636,18.0689330431195,2.5193448324876933
15,5.082500583779704,0.07351740758324254,297.9138256460066,26.89691947618088
