peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.026175027357949077,511.4145065568302,6.042268588214286
1,2.122500160772163,0.027338247724587372,366.5496075516062,1.138432076129881
2,2.937500277242145,N/A,405.874689805299,0.25811264258019995
3,3.0025002865311614,0.03368963318275675,1170.7934325362273,1.714300593890651
4,3.5225003608432974,0.04593594440942805,332.44756226310153,1.7943615727970794
5,3.67750038299403,0.04639175057718292,205.7139572239172,0.26588383120825915
6,4.252500465166103,0.058171276682971396,265.3377320722387,3.33928027917962
7,4.632500519471126,0.05269593966772934,154.24935076871674,1.1331093500438747
8,4.752500536620079,0.06066702841607885,133.58195760306694,1.7340545100840414
9,5.0875005844942445,0.0903048379926954,139.56998592345866,0.636221954929434
10,5.2025006009286585,0.0604731925365396,222.3674613178311,72.68072755290214
