peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7875001128979988,N/A,31.681192336494803,1.3032225345681967
1,2.0525001507686063,0.1825975683049197,50.41766414761668,2.8211995377820367
2,2.362500195070072,0.09917808498525771,22.792993027209434,1.3547464589813425
3,2.60750023008252,0.044646858479508555,44.38432511611694,3.9376700444653467
4,2.702500243658776,0.03264293356887027,53.12480404437014,0.20672419423304975
5,2.9175002743839857,0.04938938486547384,403.1766357816941,5.82930496530258
6,3.3275003329762467,N/A,28.60200826946351,2.6473674955801387
7,3.5225003608432974,0.12559922136643342,52.78259291217239,3.444348232195418
8,4.132500448017149,0.08412262624979405,52.49647818604603,2.5539989422474707
9,4.387500484458676,N/A,16.23605000074525,0.5416795862855046
10,4.582500512325727,N/A,16.082124463883304,1.1396630195208048
11,5.072500582350624,0.14593246389282122,127.02347405311582,21.704681576788364
