peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8375001200433967,0.026533134763970123,490.9858414237775,3.306405698419739
1,2.122500160772163,0.026588874516827232,393.9476300915948,0.8376553117201949
2,3.0025002865311614,0.033152892741938444,1290.021344584658,6.00515274119524
3,3.5225003608432974,0.04270619472578785,315.1459973423343,1.6613765065242314
4,3.67750038299403,0.043983479277416304,181.43223225876733,0.24623486507709388
5,4.252500465166103,0.051849418108733225,259.39306967959857,6.203722085014112
6,4.632500519471126,0.04919206419834321,137.58205100463636,1.015293507321642
7,4.752500536620079,0.05675816088585517,121.18145848294103,0.8041325201409859
8,5.082500583779704,N/A,101.33757191719648,0.21064879579700876
9,5.2025006009286585,0.05413034804557881,244.66937099019873,308.282565948493
