peakNumber,peakLocation,FWHM,intensity,% Error
0,1.8325001193288568,0.027954985683530387,301.3394654626151,1.5971055515720405
1,1.9225001321905726,0.038567691360632095,78.35456384420928,0.9379535549946756
2,2.1175001600576238,0.03606163400289475,142.4238354344463,1.9249508670977817
3,2.262500180779277,0.040323849223997676,56.372093572035794,0.6822450121429422
4,2.7475002500896335,0.1571702347712045,156.43413167608776,4.849503765696855
5,2.9925002851020825,0.03556758780076308,737.9783072693629,1.5802539110566585
6,3.512500359414218,0.052445745859972526,221.12796890553045,2.4332182137535
7,3.6675003815649503,N/A,138.03803591894211,1.3229211057586792
8,4.237500463022484,0.12957671638095647,125.78681238664535,1.6410231699695483
9,4.622500518042045,0.05056997513496597,66.62522885041744,1.7622578150104726
10,4.742500535191,N/A,53.47970732642051,1.0356642694400329
11,5.052500579492466,N/A,74.9456941338939,0.5563213312265134
12,5.192500599499579,0.05959577939529659,150.28516631862618,27.046530428450637
