peakNumber,peakLocation,FWHM,intensity,% Error
0,1.7925001136125387,0.02465338603118017,201.5258762766062,6.52361521326406
1,2.0725001536267658,N/A,56.882343678627706,4.480917609513204
2,2.162500166488481,0.04004007752090688,108.14792794011208,0.7919813419114164
3,2.4375002057881687,0.14179219556874623,25.04136724084043,4.0519521766711115
4,2.9275002758130655,0.035644253527364,1118.2996650480272,5.121736796442704
5,3.022500289389321,N/A,105.79200426392663,0.10055119084202702
6,3.0925002993928774,0.07187194415923814,139.73055293191396,3.0971858104427232
7,3.4375003486961213,0.05868147060109319,89.91359466590615,1.5253680468909574
8,3.587500370132314,N/A,39.754125875212594,0.45710416701799583
9,3.7775003972848253,N/A,33.64153548894558,0.38188761440193036
10,3.947500421579177,N/A,25.289902411940886,0.01635667855356056
11,4.152500450875308,0.06936479999632805,117.12082019914669,3.8398455910566662
12,4.337500477313279,0.07560557852362582,29.51776779602261,5.007724944801692
13,4.517500503036711,0.053620571261356886,30.243866911012447,4.466531817897819
14,4.642500520900205,0.030271403495369498,12.281854752198342,0.15247375528779625
15,5.082500583779704,0.07914191148854055,287.53324094445975,23.667775187070482
