peakNumber,peakLocation,FWHM,intensity,% Error
0,1.827500118614317,0.03148075974783926,175.8338205031135,3.3013756935117717
1,1.9225001321905726,0.03278343700256636,92.41308724695654,0.1395340947498522
2,2.1125001593430834,0.039977427066343996,85.6050559042207,2.6284087161896585
3,2.262500180779277,0.03575348484238683,69.77955034662273,1.9373282652681192
4,2.6275002329406796,N/A,105.50313863429159,0.8412715627291734
5,2.742500249375094,0.040450814195160056,204.55012337587215,1.1587116951639085
6,2.9925002851020825,0.0391791038765672,468.2942355137851,2.18837903373481
7,3.507500358699678,0.05871809424338936,150.95486529021315,3.4492639788506434
8,3.662500380850411,N/A,88.59090965343319,2.8283544434703316
9,4.147500450160768,N/A,58.23661033014122,0.05436926819776584
10,4.232500462307944,N/A,71.014160978615,0.48277609503389424
11,4.53250050518033,N/A,29.592833166385365,1.5089854115036727
12,4.617500517327506,0.04493294457395791,34.01840733669022,6.255181913648371
13,4.7275005330473805,N/A,27.7759610899044,0.2757604766754644
14,5.0475005787779255,N/A,71.2921246820395,5.452212991599248
15,5.187500598785039,N/A,102.54487563004554,14.259679525928536
