peakNumber,peakLocation,FWHM,intensity,% Error
0,1.9175001314760327,0.02991065828002326,131.37834624863183,6.698941612412076
1,2.262500180779277,0.02058812308798652,184.76623692483543,10.415578056299669
2,2.6225002322261393,0.03908076445086328,112.63549652384404,1.2203796575993826
3,2.6875002415151568,N/A,77.07344571195131,0.18301630539659386
4,2.742500249375094,0.026527903868328817,356.5077219575956,1.4273133043202348
5,2.907500272954906,0.10326788612035331,109.3124118494647,3.6129425186764688
6,3.3025003294035473,0.1006534083702526,30.0313367195688,3.64065946686718
7,3.4175003458379623,0.04761830651541654,45.60136253166769,0.724182023151857
8,3.512500359414218,0.049725247532906636,49.51462974880798,0.8969556103723381
9,3.737500391568507,0.03372120548749313,51.95926755377985,1.3152222027894693
10,3.8425004065738424,N/A,31.486561474758275,2.77142487377153
11,4.142500449446228,0.04593989723585867,52.422887748700134,4.287360928868586
12,4.53750050589487,0.039530011878301075,47.22481969279636,24.561837347616454
13,4.692500528045603,0.05039911154130028,33.80554255227878,0.8008162226663939
14,5.072500582350624,0.19955289102745866,76.79924419528334,7.2100796372904075
