1.502500072169232093e+00,9.631401761382051063e+00
1.507500072883772191e+00,1.108256071593308434e+01
1.512500073598311845e+00,1.236117209600496381e+01
1.517500074312851721e+00,1.356832487832099332e+01
1.522500075027391375e+00,1.439281466972903445e+01
1.527500075741931251e+00,1.564947379988342391e+01
1.532500076456470905e+00,1.736315571051517281e+01
1.537500077171010782e+00,1.913549522333386221e+01
1.542500077885550436e+00,2.051313365140282485e+01
1.547500078600090090e+00,2.110478424228216454e+01
1.552500079314630188e+00,2.130468189825575109e+01
1.557500080029169620e+00,2.188163348223957883e+01
1.562500080743709496e+00,2.274464283047512936e+01
1.567500081458249372e+00,2.304502258138467141e+01
1.572500082172789027e+00,2.235571547684611460e+01
1.577500082887328903e+00,2.138534466714025939e+01
1.582500083601868335e+00,2.081122153520499296e+01
1.587500084316408433e+00,2.075041504410290827e+01
1.592500085030948087e+00,2.110966629911428072e+01
1.597500085745487741e+00,2.139062537524677055e+01
1.602500086460027617e+00,2.154318384765753081e+01
1.607500087174567494e+00,2.127742548593772653e+01
1.612500087889107148e+00,2.064712235835287402e+01
1.617500088603646802e+00,2.041588474448349189e+01
1.622500089318186678e+00,2.029403858673680361e+01
1.627500090032726332e+00,2.016027467018835750e+01
1.632500090747266430e+00,1.963864448192896361e+01
1.637500091461805862e+00,1.845158756437234615e+01
1.642500092176345738e+00,1.727353870237612909e+01
1.647500092890885615e+00,1.640582417268763038e+01
1.652500093605425047e+00,1.613637244635054913e+01
1.657500094319965145e+00,1.591457992024322721e+01
1.662500095034504799e+00,1.514629383595729450e+01
1.667500095749044675e+00,1.408706180008135789e+01
1.672500096463584329e+00,1.347787398011274718e+01
1.677500097178123983e+00,1.331951614006300133e+01
1.682500097892663860e+00,1.358320197278948172e+01
1.687500098607203736e+00,1.373080626226305867e+01
1.692500099321743390e+00,1.368059365116090476e+01
1.697500100036283044e+00,1.339501772082286379e+01
1.702500100750823142e+00,1.306687822536883914e+01
1.707500101465362574e+00,1.253323101122811067e+01
1.712500102179902450e+00,1.190508773146569865e+01
1.717500102894442326e+00,1.113174690763048602e+01
1.722500103608981981e+00,1.062915087039129958e+01
1.727500104323521857e+00,1.069031667465617375e+01
1.732500105038061289e+00,1.065205363566673213e+01
1.737500105752601387e+00,1.120642573802342667e+01
1.742500106467141041e+00,1.231655364420225851e+01
1.747500107181680695e+00,1.377847383186775687e+01
1.752500107896220571e+00,1.610535490880806719e+01
1.757500108610760448e+00,1.977148565627885546e+01
1.762500109325300102e+00,2.509548426364580109e+01
1.767500110039839756e+00,3.336001879339318066e+01
1.772500110754379632e+00,4.686896661087416760e+01
1.777500111468919286e+00,6.933758162645909806e+01
1.782500112183459384e+00,1.075926590961832972e+02
1.787500112897998816e+00,1.741222487621385540e+02
1.792500113612538692e+00,2.435020769771483060e+02
1.797500114327078569e+00,2.430836265441934074e+02
1.802500115041618223e+00,1.890891684600429699e+02
1.807500115756158099e+00,1.009544743228611878e+02
1.812500116470697753e+00,5.815208904245884014e+01
1.817500117185237629e+00,3.796891873600901590e+01
1.822500117899777283e+00,2.662720241273910915e+01
1.827500118614316937e+00,2.027169459604209578e+01
1.832500119328856814e+00,1.688858012324163838e+01
1.837500120043396690e+00,1.464672170894806413e+01
1.842500120757936344e+00,1.273634403177766217e+01
1.847500121472475998e+00,1.191490165888302499e+01
1.852500122187016096e+00,1.116277973408335811e+01
1.857500122901555528e+00,1.060712210732577887e+01
1.862500123616095404e+00,1.058924466915425455e+01
1.867500124330635058e+00,1.042986362651328136e+01
1.872500125045175157e+00,1.045372319254590820e+01
1.877500125759714811e+00,1.064639490718155912e+01
1.882500126474254243e+00,1.044446929164365656e+01
1.887500127188794341e+00,1.049876996382818106e+01
1.892500127903333995e+00,1.113617615205475886e+01
1.897500128617873427e+00,1.213327382203789284e+01
1.902500129332413525e+00,1.313026559285708572e+01
1.907500130046953402e+00,1.393959500833597076e+01
1.912500130761493056e+00,1.419413990015794980e+01
1.917500131476032710e+00,1.447566087787805600e+01
1.922500132190572586e+00,1.504493438918734682e+01
1.927500132905112240e+00,1.591389627816943175e+01
1.932500133619652338e+00,1.692376678881458929e+01
1.937500134334191770e+00,1.789629568566459739e+01
1.942500135048731869e+00,1.893555058729799612e+01
1.947500135763271523e+00,2.004925486030703041e+01
1.952500136477810955e+00,2.080122292533332029e+01
1.957500137192351053e+00,2.165361489899186154e+01
1.962500137906890707e+00,2.197532893105505991e+01
1.967500138621430139e+00,2.238529344393390375e+01
1.972500139335970237e+00,2.304760263383019492e+01
1.977500140050510113e+00,2.356342321207335999e+01
1.982500140765049768e+00,2.405476516008570798e+01
1.987500141479589422e+00,2.467613944719204255e+01
1.992500142194129298e+00,2.515102653939908350e+01
1.997500142908669396e+00,2.537649066008589216e+01
2.002500143623208384e+00,2.551158921666541346e+01
2.007500144337748704e+00,2.559691015689230653e+01
2.012500145052288580e+00,2.610007368059683586e+01
2.017500145766828012e+00,2.626393780880027862e+01
2.022500146481367889e+00,2.630966235122821217e+01
2.027500147195907765e+00,2.654159782495486297e+01
2.032500147910447641e+00,2.685506743941624563e+01
2.037500148624987073e+00,2.749201285091515956e+01
2.042500149339526949e+00,2.857071828623071497e+01
2.047500150054066825e+00,2.979528320134579644e+01
2.052500150768606257e+00,3.158718356318627229e+01
2.057500151483146134e+00,3.461969568015200593e+01
2.062500152197686010e+00,3.910866768886393174e+01
2.067500152912225886e+00,4.455235720298441038e+01
2.072500153626765762e+00,4.862260563192711516e+01
2.077500154341305194e+00,4.842451225539224424e+01
2.082500155055845070e+00,4.417688466505717315e+01
2.087500155770384946e+00,3.721977660857800174e+01
2.092500156484924378e+00,3.130162788434120102e+01
2.097500157199464255e+00,2.724851483188689372e+01
2.102500157914004575e+00,2.456958856644297384e+01
2.107500158628544007e+00,2.285337625053722377e+01
2.112500159343083439e+00,2.141536410386271427e+01
2.117500160057623759e+00,1.972353451467569130e+01
2.122500160772163191e+00,1.830913264335191570e+01
2.127500161486702623e+00,1.748221207865066162e+01
2.132500162201242500e+00,1.724514802324654283e+01
2.137500162915782820e+00,1.697604794017246377e+01
2.142500163630322252e+00,1.647849520704761517e+01
2.147500164344861684e+00,1.597276005543682231e+01
2.152500165059402004e+00,1.567007935783811945e+01
2.157500165773941436e+00,1.551640052597485919e+01
2.162500166488480868e+00,1.522512687390502606e+01
2.167500167203021189e+00,1.456135834243588079e+01
2.172500167917561065e+00,1.395520326843347902e+01
2.177500168632100497e+00,1.342694928497064666e+01
2.182500169346640373e+00,1.317312289332454611e+01
2.187500170061180249e+00,1.280916524588900529e+01
2.192500170775719681e+00,1.193641823179865469e+01
2.197500171490259557e+00,1.124902755471873661e+01
2.202500172204799433e+00,1.104233506842382440e+01
2.207500172919339310e+00,1.107930333891948749e+01
2.212500173633879186e+00,1.094470265771224149e+01
2.217500174348418618e+00,1.067725215662250093e+01
2.222500175062958494e+00,1.066790472140536394e+01
2.227500175777497926e+00,1.078832599714559137e+01
2.232500176492037802e+00,1.078917930183888529e+01
2.237500177206577678e+00,1.087831166299770302e+01
2.242500177921117555e+00,1.081966128978552888e+01
2.247500178635657431e+00,1.066705274044488760e+01
2.252500179350196863e+00,1.021015029283103104e+01
2.257500180064736739e+00,9.718720641099253044e+00
2.262500180779277059e+00,9.308843834561457697e+00
2.267500181493816047e+00,8.937023386446185214e+00
2.272500182208355923e+00,8.772744868970221432e+00
2.277500182922896244e+00,8.756733971281903450e+00
2.282500183637435676e+00,8.721256793716236189e+00
2.287500184351975108e+00,8.594984351018183588e+00
2.292500185066515428e+00,8.174507466173508874e+00
2.297500185781055304e+00,7.946541361488414168e+00
2.302500186495594292e+00,7.965641724263207379e+00
2.307500187210134612e+00,8.066484981435280588e+00
2.312500187924674488e+00,8.052100722641682751e+00
2.317500188639213921e+00,7.861291134986799989e+00
2.322500189353753797e+00,7.971676658498438428e+00
2.327500190068293673e+00,8.346931094692024544e+00
2.332500190782833549e+00,8.687758170199572305e+00
2.337500191497372981e+00,8.788397885540575771e+00
2.342500192211912857e+00,8.292791067003065564e+00
